mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__class_weight,param_clf__criterion,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_smote__k_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.132485294342041,0.003810465571377942,0.004923200607299805,0.0016186578548665355,balanced,gini,10,2,5,100,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 100, 'smote__k_neighbors': 5}",-0.45907507840939693,-0.5378951617570581,-0.5466292404947205,-0.5829112410746385,-0.45301107655185496,-0.5159043596575339,0.05119114787475782,535
0.18673958778381347,0.0009664848797608461,0.004667949676513672,0.0010349203465241461,balanced,gini,10,2,5,150,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 150, 'smote__k_neighbors': 3}",-0.43521701339776886,-0.5265412158770029,-0.5251091926215168,-0.5977868069083986,-0.44527286410459616,-0.5059854185818566,0.059849704891658764,279
0.18740715980529785,0.001896629417989653,0.004840564727783203,0.0012184275748534268,balanced,gini,10,2,5,150,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 150, 'smote__k_neighbors': 4}",-0.4331401321839274,-0.5461490717096219,-0.5671291665761126,-0.5998290611790872,-0.47360203126913464,-0.5239698925835767,0.06147555482615612,612
0.1863882064819336,0.002096679463717098,0.006416130065917969,0.002960910761395594,balanced,gini,10,2,5,150,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 150, 'smote__k_neighbors': 5}",-0.4571619775991482,-0.5399010839892717,-0.5450876079168534,-0.5825603218211463,-0.45228293975306455,-0.5153987862158969,0.051706085807388544,520
0.06893219947814941,0.0014495826912535917,0.0026775360107421874,0.0012170048063108705,balanced,gini,10,2,10,50,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'smote__k_neighbors': 3}",-0.42949438966726383,-0.5292352212432171,-0.512633465711153,-0.7569330610203554,-0.4432738064281918,-0.5343139888140362,0.11775445082560002,658
0.07059254646301269,0.0027842501235094655,0.002492856979370117,0.001176712721170588,balanced,gini,10,2,10,50,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'smote__k_neighbors': 4}",-0.4384036437170751,-0.5484178991575921,-0.5711255682682247,-0.6141218703054437,-0.46113313447262877,-0.5266404231841928,0.0666079939773246,626
0.07040081024169922,0.002758797605104903,0.0019151687622070313,0.0002687847526284948,balanced,gini,10,2,10,50,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'smote__k_neighbors': 5}",-0.4635101929431178,-0.5282535370530161,-0.5422872438975103,-0.5778991741126803,-0.4402218448878095,-0.5104343985788268,0.05102020219295066,396
0.1269217014312744,0.009297762011846749,0.0036399364471435547,0.0016525026625753825,balanced,gini,10,2,10,100,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'smote__k_neighbors': 3}",-0.4332213927364494,-0.5269663222069834,-0.5105119838665041,-0.5806460389254045,-0.44647561379488815,-0.4995642703060459,0.05415673723074696,155
0.12900915145874023,0.012312619828327591,0.003967189788818359,0.001976051688049261,balanced,gini,10,2,10,100,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'smote__k_neighbors': 4}",-0.43226014176851296,-0.5399425112385896,-0.5693134013264928,-0.6103539246788396,-0.45910419086516435,-0.5221948339755199,0.06689670069820444,604
0.13134379386901857,0.015765841251084052,0.003970479965209961,0.0014202214298848557,balanced,gini,10,2,10,100,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'smote__k_neighbors': 5}",-0.4641462034900332,-0.523933120961718,-0.5388964091424254,-0.5833717567394011,-0.44304184438877375,-0.5106778669444703,0.05098277502715749,400
0.18634247779846191,0.005623662471657526,0.004680347442626953,0.001661285408258784,balanced,gini,10,2,10,150,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 150, 'smote__k_neighbors': 3}",-0.4282299905022604,-0.5202853091542635,-0.5143196171511262,-0.5857744359696501,-0.4484679586946507,-0.49941546229439016,0.05617575311734758,149
0.1843057632446289,0.001909826824050977,0.005237388610839844,0.001553543645791542,balanced,gini,10,2,10,150,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 150, 'smote__k_neighbors': 4}",-0.43106965700779076,-0.5403431762519786,-0.5657347942822913,-0.604260148646662,-0.46155442541496816,-0.5205924403207381,0.06469625189087612,589
0.18718690872192384,0.0019608927466419216,0.0054779529571533205,0.0009670474752549221,balanced,gini,10,2,10,150,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 10, 'clf__n_estimators': 150, 'smote__k_neighbors': 5}",-0.4638571902113668,-0.531124281852679,-0.538234657087466,-0.5796300578024565,-0.4423928653188279,-0.5110478104545593,0.05056910146612526,409
0.06837601661682129,0.0013016643187961385,0.0030617713928222656,0.00114495553445494,balanced,gini,10,5,2,50,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 50, 'smote__k_neighbors': 3}",-0.43176415693696896,-0.533361558482274,-0.5222606765161236,-0.573563148180551,-0.4457382059633552,-0.5013375492158546,0.05405847843702055,195
0.0680002212524414,0.003005599968777436,0.002937173843383789,0.0012216583496876036,balanced,gini,10,5,2,50,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 50, 'smote__k_neighbors': 4}",-0.4414464257491182,-0.5398231743565828,-0.5493695669521083,-0.5881234959419576,-0.4593549029621702,-0.5156235131923874,0.05594472994359758,525
0.06623601913452148,0.0017023698077183616,0.0030114173889160155,0.0011850851304378344,balanced,gini,10,5,2,50,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 50, 'smote__k_neighbors': 5}",-0.4641442376422953,-0.5342032748912424,-0.5456212257942211,-0.5656467594547484,-0.4391094903268609,-0.5097449976218738,0.049151037125208304,381
